,X,rho0,rhoI,s0S,s0T,lCT,cw,v1A,z1A,alpha1A,beta1A,v2A,z2A,nA,cwA,cpA,costA,v1B,z1B,alpha1B,beta1B,v2B,z2B,nB,cwB,cpB,costB,v1C,z1C,alpha1C,beta1C,v2C,z2C,nC,cwC,cpC,costC,best_competitor,rel_cost
1,1,0.01,0.01,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,574.9200014,2216528.108,432.4821784,2216960.59,1,0.999928306
2,2,0.1,0.01,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,576.91543,2198743.109,429.0694319,2199172.179,1,0.991905098
3,3,0.2,0.01,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,511.3521508,2142536.583,418.2487631,2142954.832,1,0.966549069
4,4,0.3,0.01,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,604.9819248,2048195.156,400.0610187,2048595.217,1,0.923989517
5,5,0.4,0.01,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,486.6216766,1918143.943,374.9560052,1918518.899,1,0.865320458
6,6,0.5,0.01,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,513.6943091,1759680.374,344.2911876,1760024.665,1,0.793833905
7,7,0.6,0.01,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,531.0576372,1586331.048,310.6103025,1586641.658,1,0.715631984
8,8,0.7,0.01,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,694.0371904,1414621.08,277.0665279,1414898.146,1,0.677140421
9,9,0.8,0.01,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,289.2171298,1257583.948,246.2129344,1257830.161,1,0.775834554
10,10,0.9,0.01,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,450.810958,1121208.095,219.2881117,1121427.383,1,0.838804183
11,11,0.99,0.01,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,353.5454925,1016465.89,198.535055,1016664.425,1,0.876581382
12,12,0.01,0.1,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,507.6407458,2208257.482,430.866757,2208688.348,1,0.99619723
13,13,0.1,0.1,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,508.6663868,2200791.064,429.5088933,2201220.573,1,0.992828997
14,14,0.2,0.1,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,503.3300934,2155865.301,420.9269696,2156286.228,1,0.972562005
15,15,0.3,0.1,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,479.6305174,2071915.989,404.7948079,2072320.784,1,0.934690594
16,16,0.4,0.1,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,701.8705218,1950192.943,381.3337827,1950574.277,1,0.879778577
17,17,0.5,0.1,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,637.7080972,1796515.289,351.6204128,1796866.909,1,0.810451071
18,18,0.6,0.1,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,543.785958,1623526.487,318.0199448,1623844.507,1,0.732411796
19,19,0.7,0.1,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,552.1387864,1448466.413,283.8202668,1448750.233,1,0.693341316
20,20,0.8,0.1,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,287.2502639,1286292.669,251.9473375,1286544.616,1,0.793545742
21,21,0.9,0.1,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,479.8124008,1144692.205,223.975628,1144916.18,1,0.856373311
22,22,0.99,0.1,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,393.7179447,1035859.743,202.3983159,1036062.141,1,0.893306347
23,23,0.01,0.2,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,511.2274435,2180647.509,425.4641938,2181072.974,1,0.983741711
24,24,0.1,0.2,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,575.990549,2184907.363,426.4395772,2185333.802,1,0.985663497
25,25,0.2,0.2,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,505.4926479,2153400.9,420.5175762,2153821.418,1,0.971450287
26,26,0.3,0.2,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,610.3157035,2082591.6,406.9804619,2082998.58,1,0.939506661
27,27,0.4,0.2,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,447.9327121,1972502.296,385.8111129,1972888.108,1,0.88984291
28,28,0.5,0.2,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,525.6370726,1827145.672,357.737338,1827503.409,1,0.824269225
29,29,0.6,0.2,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,554.8879762,1657586.466,324.8203725,1657911.286,1,0.747777128
30,30,0.7,0.2,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,511.418142,1481155.676,290.3552908,1481446.031,1,0.708988835
31,31,0.8,0.2,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,560.8863218,1314718.488,257.6346885,1314976.122,1,0.811082406
32,32,0.9,0.2,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,511.4457648,1168108.378,228.6575091,1168337.036,1,0.87389162
33,33,0.99,0.2,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,426.5622911,1055142.239,206.2462229,1055348.485,1,0.909935285
34,34,0.01,0.3,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,670.1293656,2132507.291,416.0414438,2132923.332,1,0.962024505
35,35,0.1,0.3,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,670.1300041,2148752.348,419.3981147,2149171.746,1,0.969353119
36,36,0.2,0.3,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,503.8521739,2131589.817,416.3152531,2132006.133,1,0.961610815
37,37,0.3,0.3,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,574.8801606,2075614.075,405.7029099,2076019.778,1,0.936358972
38,38,0.4,0.3,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,489.709442,1979728.952,387.3270113,1980116.279,1,0.893103074
39,39,0.5,0.3,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.7697419,1846068.54,361.5506953,1846430.091,1,0.832805834
40,40,0.6,0.3,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,562.4900819,1683534.732,330.0194644,1683864.752,1,0.759483067
41,41,0.7,0.3,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,584.5027041,1508655.188,295.864123,1508951.052,1,0.722152159
42,42,0.8,0.3,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,584.0968005,1339778.444,262.657291,1340041.102,1,0.826542583
43,43,0.9,0.3,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,322.9369292,1189093.378,232.8604483,1189326.239,1,0.889591104
44,44,0.99,0.3,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,459.9666687,1072417.964,209.6995584,1072627.664,1,0.924833619
45,45,0.01,0.4,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,670.1284767,2061681.74,402.1773241,2062083.917,1,0.930073402
46,46,0.1,0.4,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,701.8705218,2090135.577,407.9553769,2090543.533,1,0.942909704
47,47,0.2,0.4,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,701.8705218,2088268.266,407.894333,2088676.161,1,0.942067452
48,48,0.3,0.4,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,573.9329164,2048881.156,400.5476204,2049281.704,1,0.924299147
49,49,0.4,0.4,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,444.8645086,1969917.251,385.4925621,1970302.743,1,0.888676819
50,50,0.5,0.4,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,523.5669563,1851636.003,362.7329519,1851998.736,1,0.835317492
51,51,0.6,0.4,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,511.418104,1700297.613,333.4028258,1700631.016,1,0.76704525
52,52,0.7,0.4,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,347.1761617,1530580.307,300.2681097,1530880.575,1,0.732647166
53,53,0.8,0.4,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,320.9061703,1361565.714,267.0317793,1361832.746,1,0.839983755
54,54,0.9,0.4,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,511.4178144,1207942.7,236.6418918,1208179.342,1,0.90369283
55,55,0.99,0.4,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,490.9603714,1087995.672,212.8186783,1088208.491,1,0.938267612
56,56,0.01,0.5,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,479.6552135,1964558.024,383.1658437,1964941.19,1,0.886258567
57,57,0.1,0.5,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,477.9078726,2005384.965,391.3918621,2005776.356,1,0.904676684
58,58,0.2,0.5,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,575.4889794,2019799.193,394.5408944,2020193.734,1,0.911179435
59,59,0.3,0.5,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,571.075504,1998892.174,390.8256578,1999283,1,0.901747948
60,60,0.4,0.5,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,638.348521,1939797.675,379.6653038,1940177.34,1,0.875089187
61,61,0.5,0.5,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,514.2968585,1841027.703,360.7266739,1841388.43,1,0.830531865
62,62,0.6,0.5,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,511.4179937,1705844.124,334.5670984,1706178.692,1,0.76954745
63,63,0.7,0.5,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,543.1605759,1545921.441,303.3648013,1546224.806,1,0.739990591
64,64,0.8,0.5,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,618.3351177,1379890.116,270.7184223,1380160.835,1,0.851288591
65,65,0.9,0.5,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,357.0394176,1224833.091,240.0358822,1225073.127,1,0.916329027
66,66,0.99,0.5,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,520.1421349,1102121.609,215.6516505,1102337.26,1,0.950449622
67,67,0.01,0.6,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,438.6583871,1835103.741,357.8287431,1835461.57,1,0.82785864
