,X,rho0,rhoI,s0S,s0T,lCT,cw,v1A,z1A,alpha1A,beta1A,v2A,z2A,nA,cwA,cpA,costA,v1B,z1B,alpha1B,beta1B,v2B,z2B,nB,cwB,cpB,costB,v1C,z1C,alpha1C,beta1C,v2C,z2C,nC,cwC,cpC,costC,best_competitor,rel_cost
1303,2271,0.4,0.8,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.8490393,1153209.882,225.996984,1153435.879,1,0.823413005
1304,2272,0.5,0.8,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,355.9049907,1201927.394,235.7453308,1202163.14,1,0.858198346
1305,2273,0.6,0.8,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.4711181,1233964.43,242.17085,1234206.601,1,0.881073482
1306,2274,0.7,0.8,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,280.0536851,1244167.45,244.2341282,1244411.684,1,0.888358671
1307,2275,0.8,0.8,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,279.6375291,1226748.064,240.7678564,1226988.832,1,0.875920873
1308,2276,0.9,0.8,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,261.1650986,1176990.328,230.8133196,1177221.141,1,0.880536744
1309,2277,0.99,0.8,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,243.0280946,1105343.943,216.4562376,1105560.399,1,0.953228655
1310,2278,0.01,0.9,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,288.9992194,651903.1124,127.0001206,652030.1125,1,0.465470239
1311,2279,0.1,0.9,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,305.3047072,716275.1987,139.6771941,716414.8759,1,0.511433134
1312,2280,0.2,0.9,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,319.9007571,794800.7891,155.1927638,794955.9818,1,0.567501936
1313,2281,0.3,0.9,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,204.3668759,878232.0454,171.7218462,878403.7672,1,0.627073511
1314,2282,0.4,0.9,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,212.5028313,962564.832,188.4634201,962753.2954,1,0.68728882
1315,2283,0.5,0.9,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,352.1107703,1042774.492,204.3991985,1042978.891,1,0.744560143
1316,2284,0.6,0.9,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,243.3678333,1113211.097,218.3823912,1113429.479,1,0.794853299
1317,2285,0.7,0.9,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,255.4532375,1167305.699,229.0921663,1167534.791,1,0.833477914
1318,2286,0.8,0.9,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,261.5742744,1196108.938,234.7427566,1196343.681,1,0.85404396
1319,2287,0.9,0.9,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,261.4370597,1185934.74,232.6082921,1186167.348,1,0.88722832
1320,2288,0.99,0.9,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,261.5367921,1129394.268,221.229216,1129615.497,1,0.973969276
1321,2289,0.01,0.99,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,334.5238528,213097.1894,41.36799643,213138.5574,1,0.152155021
1322,2290,0.1,0.99,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,442.4746791,241686.9322,46.93488166,241733.8671,1,0.172568596
1323,2291,0.2,0.99,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,116.4005205,283507.07,55.09035001,283562.1604,1,0.202428913
1324,2292,0.3,0.99,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,261.1185986,341145.6087,66.35627955,341211.965,1,0.243583865
1325,2293,0.4,0.99,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,236.4819672,422471.7562,82.3043205,422554.0606,1,0.301652233
1326,2294,0.5,0.99,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,359.8385768,535246.5716,104.5100862,535351.0817,1,0.382175595
1327,2295,0.6,0.99,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,424.3853182,676943.6473,132.4910976,677076.1384,1,0.483350057
1328,2296,0.7,0.99,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,280.3026106,829014.9741,162.4987127,829177.4728,1,0.59193192
1329,2297,0.8,0.99,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,358.0786199,971909.3426,190.5973795,972099.94,1,0.693961188
1330,2298,0.9,0.99,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,261.5354688,1092812.627,214.2594629,1093026.887,1,0.817561206
1331,2299,0.99,0.99,0.1,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,389.7226617,1147346.364,224.7960296,1147571.16,1,0.989450883
1332,2421,0.01,0.01,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.3372165,1400324.044,273.8679421,1400597.912,1,0.999856652
1333,2422,0.1,0.01,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,352.4790591,1374892.77,268.8812189,1375161.652,1,0.981698254
1334,2423,0.2,0.01,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,334.2922014,1292918.081,252.7690436,1293170.85,1,0.923166788
1335,2424,0.3,0.01,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,423.630746,1145548.477,223.7311357,1145772.208,1,0.817942076
1336,2425,0.4,0.01,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,355.8409985,929496.8096,180.9233327,929677.7329,1,0.663676889
1337,2426,0.5,0.01,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.5755444,1119118.885,193.2715719,1119312.156,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,297.9197727,692112.9515,133.4687197,692246.4203,1,0.618456984
1338,2427,0.6,0.01,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,163.274511,595892.8821,102.7270591,595995.6092,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,299.7241649,516314.2567,98.25926309,516412.516,1,0.866470336
1339,2428,0.7,0.01,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,128.7580125,435088.519,76.09062689,435164.6096,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.3069934,407044.6595,76.4828676,407121.1423,1,0.935556645
1340,2429,0.8,0.01,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,97.93899339,349886.1379,62.03100821,349948.169,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,213.037132,336655.7245,62.50602789,336718.2305,1,0.962194577
1341,2430,0.9,0.01,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,83.88472713,295310.9755,52.96482698,295363.9404,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,151.4315215,287915.9172,52.84556211,287968.7627,1,0.97496249
1342,2431,0.99,0.01,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,75.64293606,260074.1625,47.05451288,260121.217,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,98.77374531,255249.5337,46.37509885,255295.9088,1,0.981449771
1343,2432,0.01,0.1,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,352.0246788,1398114.765,273.4679581,1398388.233,1,0.998279209
1344,2433,0.1,0.1,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,298.1103235,1380288.99,269.9935546,1380558.983,1,0.985551293
1345,2434,0.2,0.1,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,338.2834356,1307245.169,255.6272131,1307500.796,1,0.933396628
1346,2435,0.3,0.1,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2955453,1169230.064,228.3837449,1169458.447,1,0.834851171
1347,2436,0.4,0.1,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,341.2841359,959745.1473,186.7986629,959931.946,1,0.68527472
1348,2437,0.5,0.1,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.5755444,1119118.885,193.2715719,1119312.156,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,231.2067108,717766.9085,138.3633357,717905.2719,1,0.641380751
1349,2438,0.6,0.1,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,163.274511,595892.8821,102.7270591,595995.6092,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,205.6166981,531684.9161,101.0923213,531786.0084,1,0.892264977
1350,2439,0.7,0.1,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,128.7580125,435088.519,76.09062689,435164.6096,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,191.4467941,416031.5054,78.07678979,416109.5822,1,0.956211909
1351,2440,0.8,0.1,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,97.93899339,349886.1379,62.03100821,349948.169,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,234.8353233,342335.734,63.47847412,342399.2125,1,0.978428358
1352,2441,0.9,0.1,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,83.88472713,295310.9755,52.96482698,295363.9404,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,171.0986446,291775.3987,53.48421119,291828.8829,1,0.98803152
1353,2442,0.99,0.1,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,75.64293606,260074.1625,47.05451288,260121.217,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,98.77753055,258104.9184,46.83314496,258151.7516,1,0.992428663
1354,2443,0.01,0.2,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.4925658,1389749.438,271.9173905,1390021.355,1,0.992306276
1355,2444,0.1,0.2,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,298.9170231,1380497.771,270.121658,1380767.893,1,0.985700428
1356,2445,0.2,0.2,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,424.3492191,1317584.811,257.719799,1317842.531,1,0.940779369
1357,2446,0.3,0.2,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,281.4260563,1190422.876,232.5476168,1190655.423,1,0.849983235
1358,2447,0.4,0.2,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,280.580524,989629.5473,192.5916965,989822.139,1,0.706612684
1359,2448,0.5,0.2,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.5755444,1119118.885,193.2715719,1119312.156,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,163.3707361,744529.2735,143.4633689,744672.7369,1,0.665294961
1360,2449,0.6,0.2,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,163.274511,595892.8821,102.7270591,595995.6092,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,317.5557405,547102.3279,103.9272049,547206.2551,1,0.918138065
1361,2450,0.7,0.2,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,128.7580125,435088.519,76.09062689,435164.6096,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,207.9588199,424199.8893,79.52203684,424279.4113,1,0.974986021
1362,2451,0.8,0.2,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,97.93899339,349886.1379,62.03100821,349948.169,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,262.5273172,346913.483,64.25964608,346977.7426,1,0.991511811
1363,2452,0.9,0.2,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,83.88472713,295310.9755,52.96482698,295363.9404,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,163.2592208,294478.6725,53.92946765,294532.6019,1,0.997185376
1364,2453,0.99,0.2,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,75.64293606,260074.1625,47.05451288,260121.217,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,170.5315672,259827.6222,47.10874208,259874.7309,1,0.999052418
1365,2454,0.01,0.3,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,298.6174452,1374931.185,269.1600487,1375200.345,1,0.981725876
1366,2455,0.1,0.3,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.9076686,1374493.642,269.061656,1374762.704,1,0.981413454
1367,2456,0.2,0.3,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,423.4099245,1322047.242,258.670413,1322305.912,1,0.943965681
1368,2457,0.3,0.3,0.4,0.1,0.06,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,406.2945982,1400524.808,273.9062483,1400798.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,262.0605687,1206326.176,235.6720038,1206561.848,1,0.861338489
